Hotel_Description,Hotel_Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude,Hotel_Type
Rented Apartments,SEA HORSE APARTMENT,"APARTMENT NO. 10/9 (TENTH FLOOR), NO.28, RAMAKRISHNA ROAD, WELLAWATTE, COLOMBO 06",2,SUPERIOR,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,NULL,NULL,Budget
Rented Apartments,"MALLIKA'S PLACE,","FIRST FLOOR APARTMENT, 106/1, SAMPATHA NIVASA, PALANGATHURE, KOCHCHIKADE.",1,STANDARD,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL,Budget
Rented Apartments,THE RESIDENCE,"NO.471 4/1,GALLE ROAD,COLOMBO 03",5,DELUXE,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL,Luxury
Rented Apartments,OCEAN BREEZE COLOMBO,"APT.8/2, BEN TOWER,#28 RAMAKRISHNA ROAD,WELLAWATTE, COLOMBO.",2,STANDARD,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL,Luxury
Rented Apartments,VISHWARA RESIDENCE,"NO:571,SIYABALAPE ROAD,HEIYANTHUDUWA",4,DELUXE,Gampaha,Gampaha,Gampaha Divisional Secretariat,NULL,NULL,Comfort
Rented Apartments,VILLA MOUNT ROSE,"NO:9/22 E,WEWALWALA ROAD,BATAGANVILA,GALLE.",3,DELUXE,Galle,Galle,Galle Divisional Secretariat,80.210731,6.057249,Comfort
Rented Apartments,VILLA 37,"NO. 37, DEVOS AVENUE, BAMBALAPITIYA, COLOMBO 04.",4,SUPERIOR,Colombo,MC,Thimbirigasyaya Divisional Secretariat,NULL,NULL,Budget
Rented Apartments,GALAGODA WALAWWA,"PUWAKMOTE, YATAGAMA, RAMBUKKANA",1,SUPERIOR,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat,NULL,NULL,Budget
Rented Apartments,MY HOLIDAY,"31/A, CLIFFORD PLACE, COLOMBO 04.",8,DELUXE,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,NULL,NULL,Luxury
Rented Apartments,SIGIRI LION LODGE,"NO. 186, MAIN ROAD, SIGIRIYA.",8,STANDARD,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,NULL,NULL,Luxruy
Rented Apartments,STUDIO 165,"NO 165/2/1, D.S. SENANAYAKE VEEDIYA, KANDY",1,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL,Comfort
Rented Apartments,WICK'S RESIDENCE,"106 B, RANAWANA, KATUGASTOTA",1,SUPERIOR,Kandy,Harispattuwa Pradeshiya Sabha,Harispattuwa Divisional Secretariat,NULL,NULL,Comfort
Rented Apartments,BEE VIEW HOME STAY,"71/B/1-A, HANTHANA HOUSING SCHEME, HANTHANA, KANDY",2,SUPERIOR,Kandy,Gagawata Koralya,Gagawata,NULL,NULL,Budget
Rented Apartments,RIVER SIDE HOME STAY APPARTMENT,"5/2A, MALIGATHENNE WATTHA,GANGA ADDARA MW,LEWELLEGAMA,GUNNEPANA",2,STANDARD,Kandy,Kundasle,Kundasale Divisional Secretariat,NULL,NULL,Budget
Rented Apartments,RANGIRAYA,"226E, HORANA ROAD, PILIYANDALA",2,DELUXE,Colombo,Kesbewa,Kesbewa Divisional Secretariat,NULL,NULL,Luxury
Rented Apartments,THE NUMBER 8 APARTMENTS,"NO:08, BEACH ROAD, MOUNT LAVINIA",4,STANDARD,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.865395,6.842628,Luxury
Rented Apartments,@ IDDAMAL,"10A, IDDAMAL MAWATHA, OFF TEMPLERS ROAD, MT LAVANIA",4,SUPERIOR,Colombo,MC,Ratmalana Divisional Secretariat,79.879081,6.827457,Comfort
Rented Apartments,S & D RENTED TOURIST APPARTMENT,"45 1/1, GALLAGE MAWATHA, MIRIHANA, NUGEGODA",2,DELUXE,Colombo,MC,Maharagama Divisional Secretariat,NULL,NULL,Comfort
Rented Apartments,SEA LION APARTMENT,"APARTMENT NO.3/4, (THIRD FLOOR), NO.34, EBENEZER PLACE, DEHIWALA.",3,SUPERIOR,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.880083,6.830118,Budget
Rented Apartments,LANKA HOLIDAY HOMES,"9B-9B1/1, 1ST CROSS STREET,KANDAWALA ROAD,RATHMALANA",3,STANDARD,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia,NULL,NULL,Budget
Rented Apartments,SUNLIGHT APARTMENT,"NO.18,ABDUL GAFOOR MAWATHA,COLOMBO 03",4,SUPERIOR,Colombo,Colombo,Colombo Divisional Secretariat,79.850682,6.912815,Luxury
Rented Apartments,RANMAL HOLIDAYS,"122/5 2/1, LAKE EDGE RESIDENCIES,ATTIDIYA ROAD,BELANTHARA,DEHIWALA",2,STANDARD,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.8846,6.851271,Luxruy
Rented Apartments,CHAYA HILLS KANDY,"ROSLIN HILL ESTATE,HINDAGALA,PERADENIYA,KANDY",6,SUPERIOR,Kandy,Kandy,Gagawata,80.602142,7.237552,Comfort
Rented Apartments,STAR CITY VILLA,"475/15, ELVITIGALA MAWATHA, COLOMBO 05",4,SUPERIOR,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.876824,6.889027,Comfort
Rented Apartments,COLOMBO SEA VIEW APARTMENT,"48-8/1,HAIG ROAD,BAMBALAPITIYA",3,DELUXE,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.854882,6.900996,Budget
Rented Apartments,PEARL OCEAN APARTMENT,"APARTMENT NO. 4/1 (FORTH FLOOR),NO. 28 RAMAKRISHNA ROAD, WELLAWATTA,COLOMBO 6",4,SUPERIOR,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,NULL,NULL,Budget
Rented Apartments,CITY BEDS,"NO. 20 3/1, REGENT BUILDING,,PARSONS ROAD,COLOMBO 02",3,SUPERIOR,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL,Luxury
Rented Apartments,HAWK HOLIDAYS,"20 2/3, REGENT BUILDING,REGENT FLATS, PARSONS ROAD,COLOMBO 02",3,STANDARD,Colombo,Colombo,Colombo Divisional Secretariat,,NULL,Luxury
Rented Apartments,AV 15,"NO. 18, ALEXANDRA ROAD, COLOMBO 06",24,DELUXE,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL,Comfort
Rented Homes,TRAVELLERS REST HOME,"13C, BUWANEKABA ROAD, SINGHEPITIYA, GAMPOLA",3,STANDARD,Kandy,Gampola,Kandy Divisional Secretariat,80.5606323,7.1593573,Comfort
Rented Homes,LEISURE INN,"NO 35, KONGASWATTE, MELEGAMA, WADDUWA",3,STANDARD,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,NULL,NULL,Budget
Rented Homes,AIRPORT NEAR REST,"245/31, CHURCH ROAD, RANAWIRU MAWATHA, LIYANAGEMULLA, SEEDUWA",1,STANDARD,Gampaha,Seeduwa,Katana Divisional Secretariat,79.8752832,7.1366583,Budget
Rented Homes,AVON VILLA,"NO. 61/30, THUDUWEGODA ROAD, AMARASENA MAWATHA, HIKKADUWA",3,STANDARD,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.100697,6.139111,Luxury
Rented Homes,SAVENRA GARDEN RESORT,"13A, RATHABALAHENA ESTATE, PADUKKA ROAD, GODAGAMA, MEEGODA.",5,SUPERIOR,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,80.0366513,6.8501663,Luxruy
Rented Homes,COZY BEDS,"NO 29/ 2A, CHAPEL ROAD, NUGEGODA.",4,SUPERIOR,Colombo,Kotte Muncipal Council,Nugegoda Divisional Secretariat,79.8924142,6.8720807,Comfort
Tourist Hotels,THE GATEWAY HOTEL AIRPORT GARDEN COLOMBO,"234/238, COLOMBO-NEGOMBO ROAD, SEEDUWA",309,,Gampaha,Negombo,Negombo Divisional Secretariat,79.86942,7.143205,Comfort
Tourist Hotels,CORAL ROCK BY BANSEI,"NO.340, GALL ROAD, HIKKADUWA",30,,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.100061,6.134378,Budget
Tourist Hotels,LAVENDISH WILD SAFARI HOTEL,"NO 01 ELA, HANDUNGAMUWA, WASGAMUWA, MATALE",24,,Matale,Matale,Matale Divisional Secretariat,80.925984,7.618698,Budget
Tourist Hotels,SIDDHALEPA AYURVEDA HEALTH RESORT,"SAMANTHARA ROAD, WADDUWA",50,,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.935723,6.642573,Luxury
Tourist Hotels,ROYAL PALMS BEACH HOTEL,"DE ABREW ROAD, WASKADUWA, KALUTARA",123,,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.948656,6.610027,Luxury
Tourist Hotels,SEA LOTUS PARK HOTEL,"NO.33,ALLESGARDEN,TRINCOMALEE.",25,,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.218406,8.614524,Comfort
Tourist Hotels,PARADISE RESORT PASIKUDAH,"COCONUT BOARD ROAD,PASSIKUDHA.",42,,Batticaloa,Batticaloa,Koralai Pattu Divisional Secretariat,NULL,NULL,Comfort
Tourist Hotels,AVANI KALUTARA RESORT,"40,ST. SEBASTIANS ROAD,KATUKURUNDA, KALUTARA",105,,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.960416,6.568479,Budget
Tourist Hotels,HOTEL LANKA PARADISE,"1/9, AMARASENA MAWATHA, HIKKADUWA.",21,,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.102984,6.139194,Budget
Tourist Hotels,WELCOMBE HOTEL,"NO. 66, LOWER ROAD, ORRS HILL, TRINCOMALEE",20,,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.215834,8.570034,Luxury
Tourist Hotels,THILANKA RESORTS & SPA,"NO.51,GODAWALAYAYA,MORAGOLLA,DAMBULLA.",12,,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.6552693,7.8221483,Luxruy
Tourist Hotels,HOTEL LANKA SUPER CORALS,"NO.390,GALLE ROAD,HIKKADUWA.",100,,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.102295,6.129903,Comfort
Tourist Hotels,ELEPHANT REACH HOTEL,"YALA JUNCTION,KIRINDA TISSAMAHARAMA.",28,,Hambantota,Hambantota,Thissamaharama Divisional Secretariat,81.331186,6.228965,Comfort
Tourist Hotels,JETWING BEACH,"ETHUKALA,NEGOMBO.",78,,Gampaha,Negombo,Negombo Divisional Secretariat,79.841713,7.243757,Budget
Tourist Hotels,JETWING LIGHTHOUSE,"DADELLA,GALLE.",85,,Galle,Galle,Galle Divisional Secretariat,80.194348,6.042663,Budget
Tourist Hotels,JETWING LAGOON,"PAMUNUGAMA ROAD, THALHENA,NEGOMBO.",55,,Gampaha,Negombo,Negombo Divisional Secretariat,79.8237105,7.1680341,Luxury
Tourist Hotels,THE SAFARI,TISSAMAHARAMA,57,,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.291211,6.287747,Luxury
Tourist Hotels,THE LAKE,"NEW TOWN, POLONNNARUWA.",40,,Polonnaruwa,Polonnaruwa,Thamankaduwa Divisional Secretariat,80.992612,7.924354,Comfort
Tourist Hotels,SERENE GRAND HOTEL,"NO.113, RAJAPIHILLA MAWATHA, KANDY",21,,Kandy,Kandy,Kandy Divisional Secretariat,80.641491,7.286564,Comfort
Tourist Hotels,DICKWELLA RESORT,"BATEEGAMA,DICKWELLA.",61,,Matara,Matara,Dickwella Divisional Secretariat,80.685998,5.959117,Budget
Tourist Hotels,AYURVEDA PARAGON,"P.O.BOX 01, 80615, TALPE",82,,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.284404,5.995887,Budget
Tourist Hotels,THE TOURMALINE,"ANNIEWATTE, KANDY",24,,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat,80.625623,7.291288,Luxury
Tourist Hotels,JETWING AYURVEDA,"NO.14, ETTHUKALA, NEGOMBO",12,,Gampaha,Negombo,Negombo Divisional Secretariat,79.841884,7.236983,Luxruy
Tourist Hotels,GREEN PARADISE AGRO ECO HOTEL,"KUBUKKADANWALA,DAMBULLA.",67,,Matale,Matale,Matale Divisional Secretariat,80.733751,7.899706,Comfort
Tourist Hotels,CORAL SANDS HOTEL,"326,GALLE ROAD,HIKKADUWA.",72,,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.099676,6.136629,Comfort
Tourist Hotels,ROYAL CASTLE,"140,LEWIS PLACE,NEGOMBO.",20,,Gampaha,Negombo,Negombo Divisional Secretariat,79.840848,7.228003,Budget
Tourist Hotels,PELWEHERA VILLAGE RESORT,"BULAGALA JUNCTION,PELWEHERA,DAMBULLA.",16,,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.669359,7.903622,Budget
Tourist Hotels,HOTEL THILANKA,"NO.3,SANGAMITTA MAWATHA,KANDY.",86,,Kandy,Kandy,Kandy Divisional Secretariat,80.645743,7.291327,Luxury
Tourist Hotels,TURYAA - KALUTARA,"KUDAWASKADUWA, KALUTARA",96,,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.9387718,6.6289085,Luxury
Tourist Hotels,BANDARAWELA HOTEL,"NO 14, WELIMADA ROAD, BANDARAWELA",33,,Badulla,Bandarawela Pradeshiya Sabha,Bandarawela Divisional Secretariat,80.989062,6.831583,Comfort
Tourist Hotels,HARIDRA RESORT & SPA,"921,PARALLEL ROAD,POHODDARAMULLA,WADDUWA.",32,,Kalutara,Kalutara Pradeshiya Sabha,Wadduwa,79.934133,6.644964,Comfort
Tourist Hotels,UNAWATUNA BEACH RESORT,"PARANGIYAWATTA,UNAWATUNA,GALLE",73,,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.2470003,6.0104413,Budget
Tourist Hotels,HIKKADUWA BEACH HOTEL,"298,GALLE ROAD,HIKKADUWA",52,,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.099433,6.138497,Budget
Tourist Hotels,PALM PARADISE CABANAS,"GOYAMBOKKA,TANGALLE",22,,Hambantota,Hambantota,Tangalle Divisional Secretariat,80.7802,6.009518,Luxury
Tourist Hotels,AIDA HOTEL,"NO.12A,MANGALA MAWATHA,BENTOTA",34,,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.9960523,6.4245209,Luxruy
Tourist Hotels,AIDA HOTEL-INDURUWA,"NO.798,GALLE ROAD,YALEGAMA,INDURUWA",10,,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,NULL,NULL,Comfort
Tourist Hotels,ALPINE HOTEL,"NO.4 ,HADDON HILL ROAD,NUWARAELIYA",25,,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.7637973,6.9625923,Comfort
Tourist Hotels,CITRUS - HIKKADUWA,"NO.400,GALLE ROAD,HIKKADUWA",54,,Galle,Galle,Hikkaduwa Divisional Secretariat,80.102953,6.129744,Budget
Tourist Hotels,AMBALAMA LEISURE LOUNGE,"IHALA HANWELLA,HANWELLA",14,,Colombo,Colombo,Colombo Divisional Secretariat,80.095664,6.912643,Budget
Tourist Hotels,AYURVEDA WALAUWA,"WARAHENA,BENTOTA",20,,Galle,Galle,Benthota Divisional Secretariat,79.999999,6.42,Luxury
Tourist Hotels,BARBERYN AYURVEDIC BEACH RESORT,"KAPPARATOTA,WELIGAMA",60,,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.407254,5.959899,Luxury
Tourist Hotels,BINVINO,"GAMPOLA WATTA, NARANVITA, GAMPOLA.",25,,Kandy,Kandy,Doluwa Divisional Secretariat,80.589352,7.167381,Comfort
Tourist Hotels,CLUB PARADISE HOTEL,"NATIONAL HOLIDAY RESORT,BENTOTA",24,,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.9894613,6.4373579,Comfort
Tourist Hotels,HOTEL COUNTRY COMFORT,"32,POLICE STATION ROAD,ELLA",18,,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.048373,6.876185,Budget
Tourist Hotels,DREAM BEACH HOTEL,"NO.509,GALLE ROAD AMBALANGODA",24,,Galle,Galle,Ambalangoda Divisional Secretariat,80.046462,6.245428,Budget
Tourist Hotels,HOTEL EVA LANKA,"HOTEL EVA LANKA,TANGALLE ROAD,TANGALLE.",29,,Hambantota,Hambantota,Tangalle Divisional Secretariat,80.762216,6.002818,Luxury
Tourist Hotels,HOTEL EDEN GARDEN,"SIGIRIYA ROAD,INAMALUWA,DAMBULLA",36,,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.688691,7.929571,Luxruy
Tourist Hotels,ELLA JUNGLE RESORT,"UVA,KARANDAGOLLA,ELLA",22,,Badulla,Badulla,Badulla Divisional Secretariat,81.0715806,6.8268869,Comfort
Tourist Hotels,GOLDEN STAR BEACH HOTEL,"NO.163,LEWIS PLACE,NEGOMBO",62,,Gampaha,Negombo,Negombo Divisional Secretariat,79.840343,7.226821,Comfort
Tourist Hotels,HANTANE SHADOW RESORT,"SPRING HILL ESTATE,HEERASSAGALA,KANDY",11,,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat,80.632433,7.261332,Budget
Tourist Hotels,HELGAS FOLLY,"NO.70,RAJAPIHILLA MAWATHA,KANDY.",25,,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat,80.646196,7.284489,Budget
Tourist Hotels,BAY BEACH HOTEL,"KAPPARATOTA,WELIGAMA",60,,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.418936,5.959292,Luxury
Tourist Hotels,HILL CLUB,"29,GRAND HOTEL ROAD,NUWARAELIYA",39,,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.763416,6.970311,Luxury
Tourist Hotels,POLONNARUWA HOLIDAY INN,"POLONNARUWA HOLIDAY INN, BENDIWEWA, POLONNARUWA",24,,Polonnaruwa,Polonnaruwa,Polonnaruwa Divisional Secretariat,80.988284,7.959284,Comfort
Tourist Hotels,HOTEL CHANDRIKA,"KATARAGAMA ROAD, TISSAMAHARAMA",20,,Hambantota,Hambantota,Hambantota Divisional Secretariat,81.331018,6.412938,Comfort
Tourist Hotels,HOTEL CHATHUMEDURA VILLAGE INN,"NO.258/1,IHALAYAGODA,YAGODA",22,,Gampaha,Gampaha,Gampaha Divisional Secretariat,80.000686,7.053018,Budget
Tourist Hotels,HOTEL HEMALEE,"POLONNARUWA ROAD,GIRITALE",16,,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,80.926184,7.995609,Budget
Tourist Hotels,OLYMPUS PLAZA HOTEL,"NO.75,WELIMADA ROAD,HAPUTALE",30,,Badulla,Haputale,Haputale Divisional Secretariat,80.952255,6.766203,Luxury
Tourist Hotels,HOTEL SANSINDA,"AKURUGODA,TISSAMAHARAMAYA",18,,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,NULL,NULL,Luxruy
Tourist Hotels,INDURUWA BEACH RESORT,"GALLE ROAD,KAIKAWALA,INDURUWA",90,,Galle,Galle,Galle Divisional Secretariat,80.008537,6.376688,Comfort
Tourist Hotels,INSIGHT,"NO.67,MATARA ROAD,AHANGAMA.",32,,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.359938,5.973159,Comfort
Tourist Hotels,KOSGODA BEACH RESORT,"P.O.BOX.1,NUPE,KOSGODA",50,,Galle,Galle,Balapitiya Divisional Secretariat,80.024891,6.341,Budget
Tourist Hotels,LAYA LEISURE - KUKULEGANGA,"AUSKVALLY,MOLAKAWA",64,,Kalutara,Kalutara Pradeshiya Sabha,Baduraliya,80.233872,6.582918,Budget
Tourist Hotels,KUMUDU VALLEY RESORT,"THALDEKA ROAD,NAINAMADAMA",10,,Puttalam,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat,79.840704,7.305658,Luxury
Tourist Hotels,LANKA PRINCESS HOTEL,"KALUWAMODARA,BERUWELA",94,,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.989498,6.443611,Luxury
Tourist Hotels,RICHRON BEACH HOTEL,"BEACH ROAD,MARAWILA",25,,Puttalam,Nattandiya Pradeshiya Sabha,Nattandiya Divisional Secretariat,79.81845,7.40603,Comfort
Tourist Hotels,LAWRENCE HILL PARADISE,"47,WAULAGODA MIDDLE ROAD,HIKKADUWA",14,,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.1012754,6.1346957,Comfort
Tourist Hotels,NAVRO BEACH RESORT,"NO.40,BEACH ROAD,PANADURA",24,,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.902238,6.713466,Budget
Tourist Hotels,HERITANCE AYURVEDA MAHAGEDARA,"GALLE ROAD,MORAGALLE,BERUWALA",64,,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.985631,6.446616,Budget
Tourist Hotels,THE TAMARIND TREE,"NO 1, ADIAMBALAMA ESTATE, YATIYANA, MINUWANGODA.",57,,Gampaha,Katunayake-Seeduwa,Katana Divisional Secretariat,79.918624,7.182871,Luxury
Tourist Hotels,SILVAS BEACH HOTEL,"NO.16,ETHUKALA,NEGOMBO",17,,Gampaha,Negombo,Negombo Divisional Secretariat,79.8365076,7.2336371,Luxruy
Tourist Hotels,STAR DUST BEACH HOTEL,"ARUGAMBAY,POTTUVIL",11,,Ampara,Ampara,Pottuvil Divisional Secretariat,81.831336,6.850021,Comfort
Tourist Hotels,OASIS BEACH RESORT,"31,PORUTOTA ROAD,ETHUKALA,NEGOMBO",40,,Gampaha,Katunayake-Seeduwa,Negombo Divisional Secretariat,79.841527,7.239711,Comfort
Tourist Hotels,98 ACRES RESORT,"UVA GREENLANDS ESTATE,NAMUNUKULA ROAD,ELLA",28,,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.0602823,6.8712053,Budget
Tourist Hotels,OCEAN BEACH CLUB,"PATUWATHA,DODANDUWA,HIKADUWA",16,,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.118766,6.116199,Budget
Tourist Hotels,ORIENT HOTEL,"NO.12,DHARMAPALA MAWATHA,BANDARAWELA",35,,Badulla,Bandarawela Pradeshiya Sabha,Bandarawela Divisional Secretariat,80.987658,6.833521,Luxury
Tourist Hotels,AMAGI LAGOON RESORT AND SPA,"640/82,COLOMBO ROAD,KURANA,NEGAMBO",22,,Gampaha,Negombo,Negombo Divisional Secretariat,79.85484,7.190497,Luxury
Tourist Hotels,THE RAINFOREST,"ENSELWATTE ESTATE, DENIYAYA.",16,,Matara,Kotapola Pradeshiya Sabha,Kotapola Divisional Secretariat,80.596512,6.389513,Comfort
Tourist Hotels,KAMILI BEACH VILLA,"NO.531,FIRST STATION ROAD,WASKADUWA,KALUTARA",24,,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.940258,6.629886,Comfort
Tourist Hotels,STAR LIGHT HOTEL,"GALLE ROAD,80615,TALPE",14,,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.271503,5.998994,Budget
Tourist Hotels,RANDIYA HOTEL,"394/19A,MUDITHA MAWATHA,ANURADHAPURA",14,,Anuradhapura,Anuradhapura,Anuradhapura East,80.418003,8.330308,Budget
Tourist Hotels,P.T. GARDEN HOTEL,"NO.540A/4,SAMURDHI MAWATHA,WALGAMA,MALWANA",21,,Gampaha,Biyagama Pradeshiya Sabha,Biyagama Divisional Secretariat,80.005875,6.963166,Luxury
Tourist Hotels,CORAL REEF BEACH HOTEL,"336,GALLE ROAD,HIKKADUWA",30,,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,NULL,NULL,Luxruy
Tourist Hotels,PEACOCK BEACH HOTEL LTD,"TISSA ROAD,HAMBANTOTA",111,,Hambantota,Hambantota,Hambantota Divisional Secretariat,81.131521,6.133387,Comfort
Tourist Hotels,HOTEL PICTURESQUE,"NO:503,THEMBILIYANA ESTATE,DEHIOWITA",10,,Kegalle,Dehiowita Pradeshiya Sabha,Dehiovita Divisional Secretariat,80.242826,6.965811,Comfort
Tourist Hotels,PRINCE HOTEL BANDARAWELA,"BADULLA ROAD,BINDUNUWEWA,BANDARAWELA",30,,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.009061,6.832354,Budget
Tourist Hotels,QUEENS HOTEL,"NO:04,DALADA VEEDIYA,KANDY",67,,Kandy,Kandy,Gagawata,80.638068,7.293287,Budget
Tourist Hotels,RAMADA KATUNAYAKE,"842,NEGOMBO ROAD,SEEDUWA",56,,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,79.881486,7.111464,Luxury
Tourist Hotels,PALM GROOVE HOLIDAY INN,"ARUGAMBAY,POTUVIL",23,,Ampara,Ampara,Pottuvil Divisional Secretariat,81.828488,6.837743,Luxury
Tourist Hotels,PALM VILLAGE HOTEL,"262,OLD COLOMBO RD,USWETAKEIYAWA",50,,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,79.860648,7.034292,Comfort
Tourist Hotels,HOTEL RANATHISARA,"NO:51,KANDY RD,NITTAMBUWA",12,,Gampaha,Attanagalla Pradeshiya Sabha,Attanagalla Divisional Secretariat,80.096877,7.14695,Comfort
Tourist Hotels,HOTEL SUDU ARALIYA,"NEWTOWN,POLONNARUWA",104,,Polonnaruwa,Polonnaruwa,Thamankaduwa Divisional Secretariat,80.993733,7.923266,Budget
Tourist Hotels,HOTEL SUNSET BEACH,"NO.5, CARRON PLACE, LEWIS ROAD,NEGOMBO.",35,,Gampaha,Negombo,Negombo Divisional Secretariat,79.839776,7.225328,Budget
Tourist Hotels,HOTEL SUISSE,"NO:30,SANGARAJA MAWATHA,KANDY",90,,Kandy,Kandy,Gagawata,80.642924,7.288387,Luxury
Tourist Hotels,TALALLA RETREAT CENTRE,"SAMPAYA HOUSE, TALALLA SOUTH, GANDARA.",32,,Matara,Matara,Matara Divisional Secretariat,80.620954,5.943955,Luxruy
Tourist Hotels,SERENE PAVILIONS,"NO20,UPALI MAWATHA,WADDUWA",15,,Kalutara,Kalutara Pradeshiya Sabha,Panadura Divisional Secretariat,79.922221,6.671541,Comfort
Tourist Hotels,AVENRA BEACH HOTEL,"NO 714, NARIGAMA HIKKADUWA",62,,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.111157,6.123829,Comfort
Tourist Hotels,THE PRIVILEGE,"260,SAMANTHARA ROAD,MOLLIGODA,WADDUWA.",25,,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.931298,6.653508,Budget
Tourist Hotels,SEA GARDEN HOTEL,"ETHUKALA,NEGOMBO",27,,Gampaha,Gampaha,Negombo Divisional Secretariat,79.857376,7.265322,Budget
Tourist Hotels,THE ROCK,"60,UNIQUE VIEW RD,NUWARAELIYA",10,,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.76234,6.963454,Luxury
Tourist Hotels,SARASA HOTEL,"937 KANDY ROAD,WEDAMULLA,KELANIYA",19,,Gampaha,Gampaha,Kelaniya Divisional Secretariat,79.904795,6.968135,Luxury
Tourist Hotels,SUNSHINE INN,"DALAWELLA,UNAWATUNA",19,,Galle,Galle,Galle Divisional Secretariat,NULL,NULL,Comfort
Tourist Hotels,SANMALI BEACH HOTEL,"BEACH ROAD,MARAWILA",20,,Puttalam,Puttalam Pradeshiya Sabha,Mahawa Divisional Secretariat,79.815459,7.41773,Comfort
